Run	biospecimen_repository	DATASTORE filetype	body_site	Bytes	study_name	DATASTORE provider	analyte_type	Assay Type	SRA Study	BioProject	BioSample	LibraryLayout	LibrarySelection	Center Name
SRR5912863	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	8151768252	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07445040	PAIRED	cDNA	BCCAGSC
SRR5912864	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	7886499179	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444958	PAIRED	cDNA	BCCAGSC
SRR5912865	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	6270949772	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444940	PAIRED	cDNA	BCCAGSC
SRR5912866	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11599432641	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444851	PAIRED	cDNA	BCCAGSC
SRR5912867	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	8566096488	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07445005	PAIRED	cDNA	BCCAGSC
SRR5912868	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	7260988025	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444850	PAIRED	cDNA	BCCAGSC
SRR5912869	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	6011906407	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07445076	PAIRED	cDNA	BCCAGSC
SRR5912870	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	10300396163	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07445049	PAIRED	cDNA	BCCAGSC
SRR5912871	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	6812227915	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444903	PAIRED	cDNA	BCCAGSC
SRR5912872	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	8806674747	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07445083	PAIRED	cDNA	BCCAGSC
SRR5912873	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10251662072	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444830	PAIRED	cDNA	BCCAGSC
SRR5912874	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	6895148917	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444910	PAIRED	cDNA	BCCAGSC
SRR5912875	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	6957104189	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07444923	PAIRED	cDNA	BCCAGSC
SRR5912876	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	7060179042	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN07445015	PAIRED	cDNA	BCCAGSC
SRR5115239	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	7979059451	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN05784924	PAIRED	cDNA	BCCAGSC
SRR5115240	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9715863961	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN05784870	PAIRED	cDNA	BCCAGSC
SRR5115241	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	8074528001	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN05784792	PAIRED	cDNA	BCCAGSC
SRR527438	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	6559196307	TARGET: Acute Lymphoblastic Leukemia (ALL) Pilot Phase 1	gs,ncbi,s3	RNA	RNA-Seq	SRP011998	PRJNA89519	SAMN01093638	PAIRED	RANDOM PCR	STJUDE
SRR527439	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	6088462166	TARGET: Acute Lymphoblastic Leukemia (ALL) Pilot Phase 1	gs,ncbi,s3	RNA	RNA-Seq	SRP011998	PRJNA89519	SAMN01093636	PAIRED	RANDOM PCR	STJUDE
SRR527440	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11314068467	TARGET: Acute Lymphoblastic Leukemia (ALL) Pilot Phase 1	gs,ncbi,s3	RNA	RNA-Seq	SRP011998	PRJNA89519	SAMN01093637	PAIRED	RANDOM PCR	STJUDE
SRR2239653	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	1711880035	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778271	PAIRED	cDNA	HAIB
SRR2239672	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	1709442416	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778263	PAIRED	cDNA	HAIB
SRR2239674	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	1779128423	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778048	PAIRED	cDNA	HAIB
SRR2239675	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	1326195081	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778068	PAIRED	cDNA	HAIB
SRR2239676	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	2297129509	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778042	PAIRED	cDNA	HAIB
SRR2239677	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	1528404220	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778066	PAIRED	cDNA	HAIB
SRR2239678	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	2285177449	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778028	PAIRED	cDNA	HAIB
SRR2239684	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	1880288938	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778093	PAIRED	cDNA	HAIB
SRR2239688	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	1191135297	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778168	PAIRED	cDNA	HAIB
SRR2239692	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Peripheral Blood	1287141606	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778230	PAIRED	cDNA	HAIB
SRR2239697	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	1088263851	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778231	PAIRED	cDNA	HAIB
SRR2239702	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	1424275395	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778312	PAIRED	cDNA	HAIB
SRR2239703	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	1788436811	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778276	PAIRED	cDNA	HAIB
SRR2239707	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	1556064353	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778102	PAIRED	cDNA	HAIB
SRR2239712	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	1920335390	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778129	PAIRED	cDNA	HAIB
SRR2239716	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	1957138615	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778270	PAIRED	cDNA	HAIB
SRR2083106	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	9842678547	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778239	PAIRED	cDNA	BCCAGSC
SRR2083107	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Peripheral Blood	12369392283	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778100	PAIRED	cDNA	BCCAGSC
SRR2083108	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	14692371639	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778313	PAIRED	cDNA	BCCAGSC
SRR2083109	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	13275262220	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778218	PAIRED	cDNA	BCCAGSC
SRR2083110	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	11332928216	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778292	PAIRED	cDNA	BCCAGSC
SRR2083111	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	9955546738	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778035	PAIRED	cDNA	BCCAGSC
SRR2083112	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10643325462	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778095	PAIRED	cDNA	BCCAGSC
SRR2083113	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	9884035994	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778052	PAIRED	cDNA	BCCAGSC
SRR2083114	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	10966640270	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778089	PAIRED	cDNA	BCCAGSC
SRR2083115	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	12583454645	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778114	PAIRED	cDNA	BCCAGSC
SRR2083116	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11468138392	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778063	PAIRED	cDNA	BCCAGSC
SRR2083117	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	11232224110	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778317	PAIRED	cDNA	BCCAGSC
SRR2083118	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	14325616656	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778232	PAIRED	cDNA	BCCAGSC
SRR2083119	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	13852809210	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778268	PAIRED	cDNA	BCCAGSC
SRR2083120	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10900509598	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778193	PAIRED	cDNA	BCCAGSC
SRR2083121	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	12216732920	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778054	PAIRED	cDNA	BCCAGSC
SRR2083122	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	5691602047	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778319	PAIRED	cDNA	BCCAGSC
SRR2083123	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10980073868	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778178	PAIRED	cDNA	BCCAGSC
SRR2083124	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	12026240422	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778071	PAIRED	cDNA	BCCAGSC
SRR2083125	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	11366221128	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778288	PAIRED	cDNA	BCCAGSC
SRR2083126	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	15169787336	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778203	PAIRED	cDNA	BCCAGSC
SRR2083127	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	11580637311	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778291	PAIRED	cDNA	BCCAGSC
SRR2083128	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	10238630042	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778011	PAIRED	cDNA	BCCAGSC
SRR2083129	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	8393302508	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778214	PAIRED	cDNA	BCCAGSC
SRR2083130	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11083383574	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778219	PAIRED	cDNA	BCCAGSC
SRR2083131	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10865597234	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778009	PAIRED	cDNA	BCCAGSC
SRR2083132	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	12055489765	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778246	PAIRED	cDNA	BCCAGSC
SRR2083133	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Peripheral Blood	10719041707	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778318	PAIRED	cDNA	BCCAGSC
SRR2083134	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	14696679080	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778053	PAIRED	cDNA	BCCAGSC
SRR2083135	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10605888636	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778267	PAIRED	cDNA	BCCAGSC
SRR2083136	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	10248606490	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778179	PAIRED	cDNA	BCCAGSC
SRR2083137	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	11784423639	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778140	PAIRED	cDNA	BCCAGSC
SRR2083138	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	12460130239	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778264	PAIRED	cDNA	BCCAGSC
SRR2083139	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	9201211556	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778022	PAIRED	cDNA	BCCAGSC
SRR2083140	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Peripheral Blood	9416470527	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778004	PAIRED	cDNA	BCCAGSC
SRR2083141	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11885700429	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778201	PAIRED	cDNA	BCCAGSC
SRR2083142	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	11548051969	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778289	PAIRED	cDNA	BCCAGSC
SRR2083143	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	12341667372	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778033	PAIRED	cDNA	BCCAGSC
SRR2083144	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	13338147512	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778245	PAIRED	cDNA	BCCAGSC
SRR2083145	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	12975957487	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778210	PAIRED	cDNA	BCCAGSC
SRR2083146	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	9162682773	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778301	PAIRED	cDNA	BCCAGSC
SRR2083147	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	13235195286	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778073	PAIRED	cDNA	BCCAGSC
SRR2083148	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	12710259915	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778137	PAIRED	cDNA	BCCAGSC
SRR2083149	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	11740766510	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778017	PAIRED	cDNA	BCCAGSC
SRR2083150	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	12407178569	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778257	PAIRED	cDNA	BCCAGSC
SRR2083151	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	12513561942	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778046	PAIRED	cDNA	BCCAGSC
SRR2083152	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	11540249075	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778119	PAIRED	cDNA	BCCAGSC
SRR2083153	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	7244711912	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778160	PAIRED	cDNA	BCCAGSC
SRR2083154	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	11209300888	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778192	PAIRED	cDNA	BCCAGSC
SRR2083155	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	14731998875	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778093	PAIRED	cDNA	BCCAGSC
SRR2083156	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	14352537435	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778188	PAIRED	cDNA	BCCAGSC
SRR2083157	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	11639130546	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778103	PAIRED	cDNA	BCCAGSC
SRR2083158	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	10039566052	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778172	PAIRED	cDNA	BCCAGSC
SRR2083159	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	12319048279	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778296	PAIRED	cDNA	BCCAGSC
SRR2083160	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	11288783956	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778295	PAIRED	cDNA	BCCAGSC
SRR2083161	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	13181003293	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778314	PAIRED	cDNA	BCCAGSC
SRR2083162	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	12237182936	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778254	PAIRED	cDNA	BCCAGSC
SRR2083163	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	5982722875	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778099	PAIRED	cDNA	BCCAGSC
SRR2083164	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	12104768844	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778147	PAIRED	cDNA	BCCAGSC
SRR2083165	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10537598315	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778151	PAIRED	cDNA	BCCAGSC
