Run	biospecimen_repository	DATASTORE filetype	body_site	Bytes	study_name	DATASTORE provider	analyte_type	Assay Type	SRA Study	BioProject	BioSample	LibraryLayout	LibrarySelection	Center Name
SRR1791161	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	11798046622	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260559	PAIRED	cDNA	BCCAGSC
SRR1791162	NCI_TARGET	run.zq,fastq,sra	Recurrent Blood Derived Cancer - Bone Marrow	17288304596	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260538	PAIRED	cDNA	BCCAGSC
SRR1791163	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	11389270170	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260505	PAIRED	cDNA	BCCAGSC
SRR1791164	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer  - Peripheral Blood	6961435432	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260646	PAIRED	cDNA	BCCAGSC
SRR1791165	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Bone Marrow	7533302038	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260467	PAIRED	cDNA	BCCAGSC
SRR1791166	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	13982432486	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260557	PAIRED	cDNA	BCCAGSC
SRR1791167	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	11101709559	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260515	PAIRED	cDNA	BCCAGSC
SRR1791168	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11694935751	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260473	PAIRED	cDNA	BCCAGSC
SRR1791169	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	11791352981	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260513	PAIRED	cDNA	BCCAGSC
SRR1791170	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Bone Marrow	14615074763	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260626	PAIRED	cDNA	BCCAGSC
SRR1791171	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	11738488150	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260655	PAIRED	cDNA	BCCAGSC
SRR1791172	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	12604210654	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260571	PAIRED	cDNA	BCCAGSC
SRR1791173	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	9921838940	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260658	PAIRED	cDNA	BCCAGSC
SRR1796862	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	11545138808	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443319	PAIRED	cDNA	BCCAGSC
SRR1796872	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer - Bone Marrow	4938488195	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02386279	PAIRED	cDNA	BCCAGSC
SRR1796878	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Peripheral Blood	10449649329	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443376	PAIRED	cDNA	BCCAGSC
SRR1796884	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	10893570529	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260483	PAIRED	cDNA	BCCAGSC
SRR1796885	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	13719759172	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260645	PAIRED	cDNA	BCCAGSC
SRR1796886	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	13211104591	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443214	PAIRED	cDNA	BCCAGSC
SRR1796887	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	12732652049	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260455	PAIRED	cDNA	BCCAGSC
SRR1796888	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Peripheral Blood	11027945209	TARGET: Acute Myeloid Leukemia (AML)	ncbi,gs,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260553	PAIRED	cDNA	BCCAGSC
SRR1796889	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	17711175931	TARGET: Acute Myeloid Leukemia (AML)	s3,gs,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260630	PAIRED	cDNA	BCCAGSC
SRR1796892	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	16803976336	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260583	PAIRED	cDNA	BCCAGSC
SRR1796910	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	12576962107	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02443062	PAIRED	cDNA	BCCAGSC
SRR1796914	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	16429777768	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260479	PAIRED	cDNA	BCCAGSC
SRR1796916	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	13302959073	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN02260641	PAIRED	cDNA	BCCAGSC
SRR1796944	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	9838905022	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724541	PAIRED	cDNA	BCCAGSC
SRR1796958	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	8950643534	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724554	PAIRED	cDNA	BCCAGSC
SRR1796959	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	7946338233	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724475	PAIRED	cDNA	BCCAGSC
SRR1796960	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	10737562532	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,gs,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724722	PAIRED	cDNA	BCCAGSC
SRR1796968	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	8877293833	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724718	PAIRED	cDNA	BCCAGSC
SRR1796979	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	8626198802	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724563	PAIRED	cDNA	BCCAGSC
SRR1796980	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	7565107562	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724524	PAIRED	cDNA	BCCAGSC
SRR1796981	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	9937832556	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724451	PAIRED	cDNA	BCCAGSC
SRR1796982	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	7948962348	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,gs,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724697	PAIRED	cDNA	BCCAGSC
SRR1796983	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	8556884412	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724521	PAIRED	cDNA	BCCAGSC
SRR1796984	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	11991455566	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724471	PAIRED	cDNA	BCCAGSC
SRR1796985	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	8185243919	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724449	PAIRED	cDNA	BCCAGSC
SRR1796986	NCI_TARGET	run.zq,sra,fastq	Blood Derived Normal	9766202621	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02443671	PAIRED	cDNA	BCCAGSC
SRR1796987	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	9208732504	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724447	PAIRED	cDNA	BCCAGSC
SRR1796988	NCI_TARGET	sra,fastq,run.zq	Primary Solid Tumor	8918335819	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724624	PAIRED	cDNA	BCCAGSC
SRR1796996	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	10283120357	TARGET: Kidney\, Wilms Tumor (WT)	s3,ncbi,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724487	PAIRED	cDNA	BCCAGSC
SRR1796997	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	10558756891	TARGET: Kidney\, Wilms Tumor (WT)	s3,ncbi,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724527	PAIRED	cDNA	BCCAGSC
SRR1796998	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	11399938396	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724443	PAIRED	cDNA	BCCAGSC
SRR1797009	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	8886331870	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724533	PAIRED	cDNA	BCCAGSC
SRR1797010	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	12099151590	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724656	PAIRED	cDNA	BCCAGSC
SRR1797011	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	11730469821	TARGET: Kidney\, Wilms Tumor (WT)	gs,s3,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724511	PAIRED	cDNA	BCCAGSC
SRR1797012	NCI_TARGET	run.zq,sra,fastq	Primary Solid Tumor	12573118408	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724456	PAIRED	cDNA	BCCAGSC
SRR1797013	NCI_TARGET	run.zq,fastq,sra	Primary Solid Tumor	8567137005	TARGET: Kidney\, Wilms Tumor (WT)	s3,ncbi,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724636	PAIRED	cDNA	BCCAGSC
SRR1797022	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	8867114300	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724626	PAIRED	cDNA	BCCAGSC
SRR1797024	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	12851933765	TARGET: Kidney\, Wilms Tumor (WT)	s3,ncbi,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724441	PAIRED	cDNA	BCCAGSC
SRR1797026	NCI_TARGET	fastq,sra,run.zq	Primary Solid Tumor	18969518831	TARGET: Kidney\, Wilms Tumor (WT)	gs,ncbi,s3	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724560	PAIRED	cDNA	BCCAGSC
SRR1797039	NCI_TARGET	sra,fastq,run.zq	Primary Solid Tumor	10360855171	TARGET: Kidney\, Wilms Tumor (WT)	s3,gs,ncbi	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724668	PAIRED	cDNA	BCCAGSC
SRR1797047	NCI_TARGET	fastq,run.zq,sra	Primary Solid Tumor	8269504596	TARGET: Kidney\, Wilms Tumor (WT)	ncbi,s3,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724481	PAIRED	cDNA	BCCAGSC
SRR1797053	NCI_TARGET	sra,run.zq,fastq	Primary Solid Tumor	8368944009	TARGET: Kidney\, Wilms Tumor (WT)	s3,ncbi,gs	RNA	RNA-Seq	SRP012006	PRJNA89521	SAMN02724684	PAIRED	cDNA	BCCAGSC
SRR1797066	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	15461559033	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385948	PAIRED	cDNA	BCCAGSC
SRR1797071	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	8942051944	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386024	PAIRED	cDNA	BCCAGSC
SRR1797072	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	11843636964	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386001	PAIRED	cDNA	BCCAGSC
SRR1797073	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	11034044462	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723674	PAIRED	cDNA	BCCAGSC
SRR1797074	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Peripheral Blood	7495464656	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02724109	PAIRED	cDNA	BCCAGSC
SRR1797078	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Peripheral Blood	9400536584	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385763	PAIRED	cDNA	BCCAGSC
SRR1797079	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	16018252352	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386128	PAIRED	cDNA	BCCAGSC
SRR1797080	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	10444662156	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385882	PAIRED	cDNA	BCCAGSC
SRR1797081	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	9300425431	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723902	PAIRED	cDNA	BCCAGSC
SRR1797082	NCI_TARGET	fastq,run.zq,sra	Primary Blood Derived Cancer - Bone Marrow	5521416133	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723572	PAIRED	cDNA	BCCAGSC
SRR1797083	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	10856703090	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385762	PAIRED	cDNA	BCCAGSC
SRR1797084	NCI_TARGET	run.zq,fastq,sra	Recurrent Blood Derived Cancer - Bone Marrow	9731747971	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386098	PAIRED	cDNA	BCCAGSC
SRR1797085	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Peripheral Blood	6860783341	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02724029	PAIRED	cDNA	BCCAGSC
SRR1797086	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	11449901133	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385840	PAIRED	cDNA	BCCAGSC
SRR1797087	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Peripheral Blood	16140339065	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386141	PAIRED	cDNA	BCCAGSC
SRR1797089	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	14290816823	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,s3,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385759	PAIRED	cDNA	BCCAGSC
SRR1797092	NCI_TARGET	fastq,run.zq,sra	Recurrent Blood Derived Cancer - Bone Marrow	8492490159	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385987	PAIRED	cDNA	BCCAGSC
SRR1797093	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	8724622142	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02722979	PAIRED	cDNA	BCCAGSC
SRR1797094	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	9493806111	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386036	PAIRED	cDNA	BCCAGSC
SRR1797095	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Peripheral Blood	7908121433	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385826	PAIRED	cDNA	BCCAGSC
SRR1797096	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	7934310444	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385793	PAIRED	cDNA	BCCAGSC
SRR1797097	NCI_TARGET	run.zq,fastq,sra	Recurrent Blood Derived Cancer - Bone Marrow	7390166377	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02722802	PAIRED	cDNA	BCCAGSC
SRR1797104	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Bone Marrow	11912802932	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386055	PAIRED	cDNA	BCCAGSC
SRR1797105	NCI_TARGET	sra,run.zq,fastq	Primary Blood Derived Cancer - Peripheral Blood	7009504565	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02722971	PAIRED	cDNA	BCCAGSC
SRR1797106	NCI_TARGET	fastq,sra,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	7501799154	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723285	PAIRED	cDNA	BCCAGSC
SRR1797107	NCI_TARGET	sra,fastq,run.zq	Recurrent Blood Derived Cancer - Bone Marrow	6427335084	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02723321	PAIRED	cDNA	BCCAGSC
SRR1797108	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Peripheral Blood	13697488957	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385919	PAIRED	cDNA	BCCAGSC
SRR1797109	NCI_TARGET	run.zq,sra,fastq	Recurrent Blood Derived Cancer - Bone Marrow	13299793542	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386085	PAIRED	cDNA	BCCAGSC
SRR1797110	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Peripheral Blood	7787007073	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,ncbi,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386020	PAIRED	cDNA	BCCAGSC
SRR1797111	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Peripheral Blood	5866958447	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386027	PAIRED	cDNA	BCCAGSC
SRR1797112	NCI_TARGET	fastq,sra,run.zq	Primary Blood Derived Cancer - Bone Marrow	8950716881	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385748	PAIRED	cDNA	BCCAGSC
SRR1797113	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Bone Marrow	6239565375	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386079	PAIRED	cDNA	BCCAGSC
SRR1797115	NCI_TARGET	run.zq,sra,fastq	Primary Blood Derived Cancer - Bone Marrow	10990335927	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,gs,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385944	PAIRED	cDNA	BCCAGSC
SRR1797116	NCI_TARGET	run.zq,fastq,sra	Recurrent Blood Derived Cancer - Bone Marrow	10521624019	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	s3,gs,ncbi	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385980	PAIRED	cDNA	BCCAGSC
SRR1797117	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	14417069488	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	gs,ncbi,s3	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02385993	PAIRED	cDNA	BCCAGSC
SRR1797122	NCI_TARGET	sra,run.zq,fastq	Recurrent Blood Derived Cancer - Bone Marrow	16026123713	TARGET: Acute Lymphoblastic Leukemia (ALL) Expansion Phase 2	ncbi,s3,gs	RNA	RNA-Seq	SRP011999	PRJNA89529	SAMN02386053	PAIRED	cDNA	BCCAGSC
SRR1798952	NCI_TARGET	sra,fastq,run.zq	Primary Blood Derived Cancer - Bone Marrow	11453333092	TARGET: Acute Myeloid Leukemia (AML)	gs,s3,ncbi	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778552	PAIRED	cDNA	BCCAGSC
SRR1798953	NCI_TARGET	run.zq,fastq,sra	Primary Blood Derived Cancer - Bone Marrow	10449527414	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778664	PAIRED	cDNA	BCCAGSC
SRR1798954	NCI_TARGET	fastq,run.zq,sra	Blood Derived Cancer - Bone Marrow\, Post-treatment	6010388210	TARGET: Acute Myeloid Leukemia (AML)	ncbi,s3,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778625	PAIRED	cDNA	BCCAGSC
SRR1798955	NCI_TARGET	run.zq,sra,fastq	Blood Derived Cancer - Bone Marrow\, Post-treatment	10427790454	TARGET: Acute Myeloid Leukemia (AML)	gs,ncbi,s3	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778566	PAIRED	cDNA	BCCAGSC
SRR1798956	NCI_TARGET	run.zq,fastq,sra	Blood Derived Cancer - Bone Marrow\, Post-treatment	8846242456	TARGET: Acute Myeloid Leukemia (AML)	s3,ncbi,gs	RNA	RNA-Seq	SRP012000	PRJNA89525	SAMN01778643	PAIRED	cDNA	BCCAGSC
